ocid,release_id,date,buyer_name,tender_id,tender_title,mainprocurementcategory,tender_minvalue,tender_datepublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-31492127,ocds-20h3g7-31492127-2,2016-06-24,Pemerintah Daerah Provinsi Dki Jakarta,31492127,Pengadaan Obat Hewan,goods,183169195.0,2016-06-22,complete,31492127-1,Pengadaan Obat Hewan,2016-06-24,183160670.0,Cv.Athaya Cipta Karya
ocds-20h3g7-31493127,ocds-20h3g7-31493127-1,2016-07-18,Pemerintah Daerah Provinsi Dki Jakarta,31493127,Penyediaan Pencahayaan Monas,goods,10280737720.0,2016-06-21,complete,31493127-1,Penyediaan Pencahayaan Monas,2016-07-18,9540000000.0,Pt. Sinergi Prima Inti
ocds-20h3g7-31499127,ocds-20h3g7-31499127-1,2016-08-02,Pemerintah Daerah Provinsi Dki Jakarta,31499127,Penyusunan Dokumen Lingkungan Rusun Daan Mogot,services,449639080.0,2016-06-21,complete,31499127-1,Penyusunan Dokumen Lingkungan Rusun Daan Mogot,2016-08-02,428900000.0,Pt. Intimulya Multikencana
ocds-20h3g7-31501127,ocds-20h3g7-31501127-1,2016-08-02,Pemerintah Daerah Provinsi Dki Jakarta,31501127,Penyusunan Dokumen Lingkungan Rusun Cipinang Besar Utara,services,499639080.0,2016-06-21,complete,31501127-1,Penyusunan Dokumen Lingkungan Rusun Cipinang Besar Utara,2016-08-02,428900000.0,Pt. Intimulya Multikencana
ocds-20h3g7-31502127,ocds-20h3g7-31502127-3,2016-06-27,Pemerintah Daerah Provinsi Dki Jakarta,31502127,Belanja Barang Pakai Habis Pertanian Dan Perkebunan,goods,289409450.0,2016-06-22,complete,31502127-1,Belanja Barang Pakai Habis Pertanian Dan Perkebunan,2016-06-27,268149640.0,Cv. Seribu Kreasi
ocds-20h3g7-31505127,ocds-20h3g7-31505127-1,2016-07-25,Pemerintah Daerah Provinsi Dki Jakarta,31505127,"Pelaksanaan Penyelidikan, Pengukuran Dan Pengujian (Belanja Jasa Konsultansi Penelitian)",services,265072500.0,2016-06-22,complete,31505127-1,"Pelaksanaan Penyelidikan, Pengukuran Dan Pengujian (Belanja Jasa Konsultansi Penelitian)",2016-07-25,238892500.0,Pt. Tunas Intercomindo Sejati
ocds-20h3g7-31512127,ocds-20h3g7-31512127-1,2016-07-15,Pemerintah Daerah Provinsi Dki Jakarta,31512127,Pelaksanaan Konstruksi Fisik Pembangunan Gedung Blok F Dan Gwt Balaikota Provinsi Dki Jakarta,works,38852965000.0,2016-06-24,complete,31512127-1,Pelaksanaan Konstruksi Fisik Pembangunan Gedung Blok F Dan Gwt Balaikota Provinsi Dki Jakarta,2016-07-15,34851080000.0,Pt.Permata Dwilestari
ocds-20h3g7-31515127,ocds-20h3g7-31515127-1,2016-06-29,Pemerintah Daerah Provinsi Dki Jakarta,31515127,Kalibrasi Dan Pemeliharaan Alat-Alat Kedokteran,services,911504451.0,2016-06-24,complete,31515127-1,Kalibrasi Dan Pemeliharaan Alat-Alat Kedokteran,2016-06-29,900097000.0,Pt. Global Promedika Services
ocds-20h3g7-31517127,ocds-20h3g7-31517127-1,2016-06-29,Pemerintah Daerah Provinsi Dki Jakarta,31517127,Pemeliharaan Alat-Alat Kedokteran Umum,services,1306592628.0,2016-06-24,complete,31517127-1,Pemeliharaan Alat-Alat Kedokteran Umum,2016-06-29,1250051000.0,Pt. Global Promedika Services
ocds-20h3g7-31519127,ocds-20h3g7-31519127-2,2016-06-28,Pemerintah Daerah Provinsi Dki Jakarta,31519127,Rehab Gedung Unit Industri Kerajinan Dan Tekstil,works,1094467521.57,2016-06-24,complete,31519127-1,Rehab Gedung Unit Industri Kerajinan Dan Tekstil,2016-06-28,755105335.91,Pardomuan Nauli
ocds-20h3g7-31520127,ocds-20h3g7-31520127-1,2016-06-29,Pemerintah Daerah Provinsi Dki Jakarta,31520127,Belanja Pemeliharaan Alat-Alat Kedokteran Umum Dan Alat Radiologi,services,1755156767.98,2016-06-24,complete,31520127-1,Belanja Pemeliharaan Alat-Alat Kedokteran Umum Dan Alat Radiologi,2016-06-29,1700099500.0,Pt. Global Promedika Services
ocds-20h3g7-31521127,ocds-20h3g7-31521127-3,2016-08-05,Pemerintah Daerah Provinsi Dki Jakarta,31521127,Design And Build Pembangunan Dan Rehab Total Gedung Puskesmas Di Provinsi Dki Jakarta,works,213539843862.0,2016-06-23,complete,31521127-1,Design And Build Pembangunan Dan Rehab Total Gedung Puskesmas Di Provinsi Dki Jakarta,2016-08-05,204758109417.0,Pt. Pp   Urban
ocds-20h3g7-31522127,ocds-20h3g7-31522127-1,2016-07-01,Pemerintah Daerah Provinsi Dki Jakarta,31522127,Pengadaan Peralatan Olahraga Pon Xix - 2016 Di Jawa Barat,goods,1939044580.0,2016-06-27,complete,31522127-1,Pengadaan Peralatan Olahraga Pon Xix - 2016 Di Jawa Barat,2016-07-01,1909904700.0,Pt. Bonandolok Pande Mandiri
ocds-20h3g7-31524127,ocds-20h3g7-31524127-1,2016-07-15,Pemerintah Daerah Provinsi Dki Jakarta,31524127,Rehab Total Pembangunan Gedung Kantor Lurah Pengadegan,works,6154756300.0,2016-06-24,complete,31524127-1,Rehab Total Pembangunan Gedung Kantor Lurah Pengadegan,2016-07-15,5354562750.67,Pt. Anelti Christua Jaya
ocds-20h3g7-31525127,ocds-20h3g7-31525127-3,2016-06-30,Pemerintah Daerah Provinsi Dki Jakarta,31525127,Pengadaan Peralatan Dan Bahan Layanan Kebersihan Gedung Dan Halaman Balaikota Serta Pengadaan Peralatan Dan Bahan Layanan Kebersihan Rumah Dinas Pimpinan,goods,482762720.0,2016-06-27,complete,31525127-1,Pengadaan Peralatan Dan Bahan Layanan Kebersihan Gedung Dan Halaman Balaikota Serta Pengadaan Peralatan Dan Bahan Layanan Kebersihan Rumah Dinas Pimpinan,2016-06-30,379758500.0,Cv. Graha Indah Consultant
ocds-20h3g7-31526127,ocds-20h3g7-31526127-1,2016-07-14,Pemerintah Daerah Provinsi Dki Jakarta,31526127,Rehab Total Pembangunan Gedung Kantor Lurah Bukit Duri,works,6596752778.0,2016-06-24,complete,31526127-1,Rehab Total Pembangunan Gedung Kantor Lurah Bukit Duri,2016-07-14,5594160000.0,Pt. Tritunggal Mitra Perdana
ocds-20h3g7-31529127,ocds-20h3g7-31529127-1,2016-08-08,Pemerintah Daerah Provinsi Dki Jakarta,31529127,Peningkatan Pembangunan Kios Ikan Hias Taman Anggrek Ragunan,works,735217000.0,2016-06-24,complete,31529127-1,Peningkatan Pembangunan Kios Ikan Hias Taman Anggrek Ragunan,2016-08-08,542564000.0,Cv. Genta Berkarya
ocds-20h3g7-31532127,ocds-20h3g7-31532127-1,2016-07-15,Pemerintah Daerah Provinsi Dki Jakarta,31532127,Pelaksanaan Konstruksi Fisik Rehab Total Wisma Atlet Senopati/Kopassus,works,22565422100.0,2016-06-24,complete,31532127-1,Pelaksanaan Konstruksi Fisik Rehab Total Wisma Atlet Senopati/Kopassus,2016-07-15,19739500000.0,Pt. Sigmagraha Arkananta
ocds-20h3g7-31533127,ocds-20h3g7-31533127-1,2016-08-05,Pemerintah Daerah Provinsi Dki Jakarta,31533127,Peningkatan Pelabuhan Pulau Harapan Dan Pulau Untung Jawa (Konsolidasi),works,13670579415.0,2016-06-24,complete,31533127-1,Peningkatan Pelabuhan Pulau Harapan Dan Pulau Untung Jawa (Konsolidasi),2016-08-05,12260014000.0,Pt. Cipta Cahaya Aqillah
ocds-20h3g7-31541127,ocds-20h3g7-31541127-1,2016-07-25,Pemerintah Daerah Provinsi Dki Jakarta,31541127,Pembangunan Sarana Cagar Buah Condet,works,3565986000.0,2016-06-27,complete,31541127-1,Pembangunan Sarana Cagar Buah Condet,2016-07-25,3126072000.0,Pt.Gunung Sahid
ocds-20h3g7-31542127,ocds-20h3g7-31542127-1,2016-07-01,Pemerintah Daerah Provinsi Dki Jakarta,31542127,Pemeliharaan Alat Kedokteran Dan Kalibrasi,services,1183923785.0,2016-06-28,complete,31542127-1,Pemeliharaan Alat Kedokteran Dan Kalibrasi,2016-07-01,1173492320.0,Pt Globalindo Maintenance Management
ocds-20h3g7-31545127,ocds-20h3g7-31545127-1,2016-08-10,Pemerintah Daerah Provinsi Dki Jakarta,31545127,Pengawasan Pembangunan/Peningkatan Jembatan Di Prov. Dki Jakarta,services,260843000.0,2016-07-01,complete,31545127-1,Pengawasan Pembangunan/Peningkatan Jembatan Di Prov. Dki Jakarta,2016-08-10,220000000.0,Pt. Madya Mangunkarsa
ocds-20h3g7-31546127,ocds-20h3g7-31546127-1,2016-08-05,Pemerintah Daerah Provinsi Dki Jakarta,31546127,Penyusunan Dokumen Lingkungan Rusun Pulo Gebang,services,499639080.0,2016-06-28,complete,31546127-1,Penyusunan Dokumen Lingkungan Rusun Pulo Gebang,2016-08-05,379853100.0,Pt Karsa Buana Lestari
ocds-20h3g7-31548127,ocds-20h3g7-31548127-1,2016-08-05,Pemerintah Daerah Provinsi Dki Jakarta,31548127,Penyusunan Dokumen Lingkungan Rusun Rorotan Iv,services,449639080.0,2016-06-28,complete,31548127-1,Penyusunan Dokumen Lingkungan Rusun Rorotan Iv,2016-08-05,428989880.0,Pt. Intimulya Multikencana
ocds-20h3g7-31549127,ocds-20h3g7-31549127-1,2016-08-05,Pemerintah Daerah Provinsi Dki Jakarta,31549127,Penyusunan Dokumen Lingkungan Rusun Pengadegan,services,449639080.0,2016-06-28,complete,31549127-1,Penyusunan Dokumen Lingkungan Rusun Pengadegan,2016-08-05,428989880.0,Pt. Intimulya Multikencana
ocds-20h3g7-31552127,ocds-20h3g7-31552127-1,2016-08-04,Pemerintah Daerah Provinsi Dki Jakarta,31552127,Penyusunan Dokumen Lingkungan Rusun Blk Pasar Rebo,services,449639080.0,2016-06-28,complete,31552127-1,Penyusunan Dokumen Lingkungan Rusun Blk Pasar Rebo,2016-08-04,414219080.0,Pt. Sarana Perencana Jaya
ocds-20h3g7-31554127,ocds-20h3g7-31554127-1,2016-08-24,Pemerintah Daerah Provinsi Dki Jakarta,31554127,"Pelaksanaan Fisik Pembangunan Rumah Susun Pulo Gebang Dan Penggilingan, Jakarta Timur (Multi Years)",works,255740624707.0,2016-06-28,complete,31554127-1,"Pelaksanaan Fisik Pembangunan Rumah Susun Pulo Gebang Dan Penggilingan, Jakarta Timur (Multi Years)",2016-08-24,242000068360.0,Pt. Hutama Karya (Persero)
ocds-20h3g7-31556127,ocds-20h3g7-31556127-2,2016-07-20,Pemerintah Daerah Provinsi Dki Jakarta,31556127,Peningkatan Trotoar Dan Saluran Tepi Di Kecamatan Kebayoran Baru (Jasa Konsultansi Pengawasan),services,126060000.0,2016-06-28,complete,31556127-1,Peningkatan Trotoar Dan Saluran Tepi Di Kecamatan Kebayoran Baru (Jasa Konsultansi Pengawasan),2016-07-20,123365000.0,Pt. Bumi Madani
ocds-20h3g7-31557127,ocds-20h3g7-31557127-1,2016-08-01,Pemerintah Daerah Provinsi Dki Jakarta,31557127,Pengawasan Peningkatan Jalan Di Wilayah Kec. Cempaka Putih,services,92664000.0,2016-06-29,complete,31557127-1,Pengawasan Peningkatan Jalan Di Wilayah Kec. Cempaka Putih,2016-08-01,74745000.0,Pt.Patra Jasa Konsultan
ocds-20h3g7-31560127,ocds-20h3g7-31560127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31560127,Pengawasan Peningkatan Jalan Di Wilayah Kec. Gambir,services,92664000.0,2016-06-29,complete,31560127-1,Pengawasan Peningkatan Jalan Di Wilayah Kec. Gambir,2016-07-29,70000000.0,Pt. Turba Kalimal Konsultan
ocds-20h3g7-31561127,ocds-20h3g7-31561127-1,2016-08-10,Pemerintah Daerah Provinsi Dki Jakarta,31561127,Kajian Penyusunan Spm & Sop Kereta Api Ringan/Lrt,services,552008600.0,2016-06-29,complete,31561127-1,Kajian Penyusunan Spm & Sop Kereta Api Ringan/Lrt,2016-08-10,534820000.0,Indosakti Pancadipo Paragraha
ocds-20h3g7-31562127,ocds-20h3g7-31562127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31562127,Pengawasan Peningkatan Jalan Di Wilayah Kec. Johar Baru,services,62172000.0,2016-06-29,complete,31562127-1,Pengawasan Peningkatan Jalan Di Wilayah Kec. Johar Baru,2016-07-29,50545000.0,Pt. Arga Bhuana Cipta
ocds-20h3g7-31563127,ocds-20h3g7-31563127-2,2016-07-26,Pemerintah Daerah Provinsi Dki Jakarta,31563127,Peningkatan Trotoar Dan Saluran Tepi Di Kecamatan Mampang Prapatan (Jasa Konsultansi Pengawasan),services,126060000.0,2016-06-29,complete,31563127-1,Peningkatan Trotoar Dan Saluran Tepi Di Kecamatan Mampang Prapatan (Jasa Konsultansi Pengawasan),2016-07-26,119900000.0,Cv. Apik Karya
ocds-20h3g7-31564127,ocds-20h3g7-31564127-2,2016-07-26,Pemerintah Daerah Provinsi Dki Jakarta,31564127,Peningkatan Trotoar Dan Saluran Tepi Di Kecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),services,126060000.0,2016-06-29,complete,31564127-1,Peningkatan Trotoar Dan Saluran Tepi Di Kecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),2016-07-26,115500000.0,Cakra Gatra Utama. Pt
ocds-20h3g7-31566127,ocds-20h3g7-31566127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31566127,Pengawasan Peningkatan Jalan Di Wilayah Kec. Sawah Besar,services,92664000.0,2016-06-29,complete,31566127-1,Pengawasan Peningkatan Jalan Di Wilayah Kec. Sawah Besar,2016-07-29,70000000.0,Pt. Turba Kalimal Konsultan
ocds-20h3g7-31568127,ocds-20h3g7-31568127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31568127,Pengawasan Peningkatan Jalan Di Wilayah Kec. Senen,services,92664000.0,2016-06-29,complete,31568127-1,Pengawasan Peningkatan Jalan Di Wilayah Kec. Senen,2016-07-29,74910000.0,Pt.Lumbung Raya
ocds-20h3g7-31569127,ocds-20h3g7-31569127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31569127,Pengawasan Peningkatan Jalan Di Wilayah Kec. Kemayoran,services,92664000.0,2016-06-29,complete,31569127-1,Pengawasan Peningkatan Jalan Di Wilayah Kec. Kemayoran,2016-07-29,70000000.0,Pt. Turba Kalimal Konsultan
ocds-20h3g7-31570127,ocds-20h3g7-31570127-1,2016-08-01,Pemerintah Daerah Provinsi Dki Jakarta,31570127,Pengawasan Peningkatan Jalan Di Wilayah Kec. Menteng,services,62172000.0,2016-06-29,complete,31570127-1,Pengawasan Peningkatan Jalan Di Wilayah Kec. Menteng,2016-08-01,57805000.0,Pt. Mitra Madani Multiconsult
ocds-20h3g7-31572127,ocds-20h3g7-31572127-2,2016-07-28,Pemerintah Daerah Provinsi Dki Jakarta,31572127,"Pelaksanaan Mk Pembangunan Rusun: Pasar Grogol,Pasar Lontar Dan Kebon Melati,Pasar Tanah Abang Blok G Dan Jembatan Dan Rusun Pasar Serdang Jakpus",services,1421244000.0,2016-06-29,complete,31572127-1,"Pelaksanaan Mk Pembangunan Rusun: Pasar Grogol,Pasar Lontar Dan Kebon Melati,Pasar Tanah Abang Blok G Dan Jembatan Dan Rusun Pasar Serdang Jakpus",2016-07-28,1420600000.0,Pt. Bina Karya (Persero)
ocds-20h3g7-31573127,ocds-20h3g7-31573127-1,2016-07-18,Pemerintah Daerah Provinsi Dki Jakarta,31573127,Belanja/Uang Makanan Dan Minuman Peserta/Petugas/Panitia (Snack Rapat/Bimbingan Teknis/ Dan Atau Kegiatan Sejenis & Makan Rapat/Bimbingan Teknis/ Dan Atau Kegiatan Sejenis),goods,383500000.0,2016-07-14,complete,31573127-1,Belanja/Uang Makanan Dan Minuman Peserta/Petugas/Panitia (Snack Rapat/Bimbingan Teknis/ Dan Atau Kegiatan Sejenis & Makan Rapat/Bimbingan Teknis/ Dan Atau Kegiatan Sejenis),2016-07-18,367250000.0,Cv. Century Utama Lestari
ocds-20h3g7-31575127,ocds-20h3g7-31575127-2,2016-08-11,Pemerintah Daerah Provinsi Dki Jakarta,31575127,Lelang Konsolidasi Pembangunan Tanggul Pantai Fase A Ncicd Aliran Barat Dan Aliran Timur Prov. Dki Jakarta,works,267947255000.0,2016-06-30,complete,31575127-1,Lelang Konsolidasi Pembangunan Tanggul Pantai Fase A Ncicd Aliran Barat Dan Aliran Timur Prov. Dki Jakarta,2016-08-11,238455162000.0,Pt. Pp (Persero) Tbk
